모기지수 발생일,모기지수(수변부),모기지수(주거지),모기지수(공원),평균기온(°C),최저기온(°C),최고기온(°C),평균상대습도
2016-10-04,447.4,447.4,447.4,24.4,19.4,30.3,58.4
2016-10-03,452.5,452.5,452.5,22.8,19.2,26.7,63.1
2016-10-02,501.2,501.2,501.2,23.1,21.1,25.7,75.8
2016-10-01,513.2,513.2,513.2,24.7,19.6,29.4,71
2016-09-30,509.8,509.8,509.8,24.3,20.9,30.2,75.1
2016-09-29,513.2,513.2,513.2,26,21,31.3,60.1
2016-09-28,503.5,503.5,503.5,24.7,19.6,30.7,66
2016-09-27,496.8,496.8,496.8,24.1,20.3,29.3,64.5
2016-09-26,480.8,480.8,480.8,24.5,20.1,29.9,58
2016-09-25,478.6,478.6,478.6,23.8,18.6,29.1,63.1
2016-09-24,481.3,481.3,481.3,20.9,18.6,24.9,73.5
2016-09-23,523.7,523.7,523.7,20.9,17.4,24.5,81.8
2016-09-22,551.5,551.5,551.5,23.8,19.7,29.5,62.5
2016-09-21,623.5,623.5,623.5,23.5,19.4,29.6,70.5
2016-09-20,682.2,682.2,682.2,23.5,19.9,26.7,79.4
2016-09-19,708.9,708.9,708.9,23.5,20.9,26.5,74.3
2016-09-18,729.9,729.9,729.9,24.6,20.2,31.3,60.9
2016-09-17,759.2,759.2,759.2,24.1,17.8,31.3,59.5
2016-09-16,753.3,753.3,753.3,22.1,18.2,27.7,65.9
2016-09-15,743.2,743.2,743.2,21.7,19.6,25.9,69.5
2016-09-14,743.2,743.2,743.2,23.3,20.8,28.4,49.1
2016-09-13,756.7,756.7,756.7,24.7,17.3,32.2,47.3
2016-09-12,805.9,805.9,805.9,21.2,18.2,26.3,51.8
2016-09-11,821.4,821.4,821.4,22.2,17.6,27.7,48.1
2016-09-10,815.9,815.9,815.9,23.2,17.2,29.1,38.3
2016-09-08,806.8,806.8,806.8,23.3,17.1,29.9,45.8
2016-09-07,697.8,697.8,697.8,21.6,17.4,27.6,63.6
2016-09-06,640.6,640.6,640.6,22.1,16.9,28.9,57.3
2016-09-05,576.3,576.3,576.3,21.5,17.2,27.6,56.1
2016-09-04,517.9,517.9,517.9,21.7,17.2,28,56.1
2016-09-03,499,499,499,20.9,14.8,27.1,61.3
2016-09-02,491.2,491.2,491.2,19.4,17.5,22.9,72
2016-09-01,545.4,545.4,545.4,19.7,15.3,24.4,67.9
2016-08-31,524.2,524.2,524.2,16.8,15.4,21.8,82.6
2016-08-30,480.8,480.8,480.8,23.3,18.3,29.4,43
2016-08-29,443,443,443,24.7,17.6,31.7,35
2016-08-28,394.8,394.8,394.8,24.1,17.8,30.4,23.8
2016-08-27,363.6,363.6,363.6,24,16.8,31.6,32
2016-08-26,339.2,339.2,339.2,24.3,16.3,31.9,36.4
2016-08-25,331.2,331.2,331.2,22.3,13.5,29.5,40.3
2016-08-24,330.5,330.5,330.5,19.3,10.9,26.6,48.8
2016-08-23,327.6,327.6,327.6,15.9,10.8,21.9,57
2016-08-22,328.9,328.9,328.9,17.4,12.3,24.2,73.9
2016-08-21,338.9,338.9,338.9,20.2,15.1,26.9,47.1
2016-08-20,337.5,337.5,337.5,18.6,12.7,25.4,57
2016-08-19,336.5,336.5,336.5,17.8,12.1,24,62.4
2016-08-18,335.6,335.6,335.6,16.4,10.4,23.5,60.9
2016-08-17,335.9,335.9,335.9,14.5,12.5,18.1,82.4
2016-08-16,336.2,336.2,336.2,20.2,16.3,25.4,43
2016-08-15,332,332,332,19.4,11.6,26.8,44.8
2016-08-14,324.1,324.1,324.1,16.5,10.7,22.6,60.3
2016-08-13,323.8,323.8,323.8,16.3,13,18.6,89.3
2016-08-12,319.6,319.6,319.6,18.9,10.2,26.9,50.8
2016-08-11,320,320,320,15.7,10.2,20.6,46.6
2016-08-10,325.7,325.7,325.7,12.9,8.9,17.6,86.1
2016-08-09,332.1,332.1,332.1,21.1,16.5,28.4,64.5
2016-08-08,338.5,338.5,338.5,18.8,12.2,26,40.5
2016-08-07,343.5,343.5,343.5,,,,
2016-08-06,346.8,346.8,346.8,,,,
2016-08-05,368.9,368.9,368.9,,,,
2016-08-04,378.3,378.3,378.3,,,,
2016-08-03,379.6,379.6,379.6,,,,
2016-08-02,381.3,381.3,381.3,,,,
2016-08-01,380.7,380.7,380.7,,,,
2016-07-31,387.5,387.5,387.5,,,,
2016-07-30,388.8,388.8,388.8,,,,
2016-07-29,372.9,372.9,372.9,,,,
2016-07-28,373,373,373,,,,
2016-07-27,369.9,369.9,369.9,,,,
2016-07-26,376.1,376.1,376.1,,,,
2016-07-25,397.9,397.9,397.9,,,,
2016-07-24,425.7,425.7,425.7,,,,
2016-07-23,464.1,464.1,464.1,,,,
2016-07-22,478.9,478.9,478.9,,,,
2016-07-21,482.4,482.4,482.4,,,,
2016-07-20,496.6,496.6,496.6,,,,
2016-07-19,497.8,497.8,497.8,,,,
2016-07-18,471.1,471.1,471.1,,,,
2016-07-17,443.1,443.1,443.1,,,,
2016-07-16,410.2,410.2,410.2,,,,
2016-07-15,409.5,409.5,409.5,,,,
2016-07-14,426.3,426.3,426.3,,,,
2016-07-13,438.2,438.2,438.2,,,,
2016-07-12,454.5,454.5,454.5,,,,
2016-07-11,489.1,489.1,489.1,,,,
2016-07-10,510.9,510.9,510.9,,,,
2016-07-09,538.1,538.1,538.1,,,,
2016-07-08,550.2,550.2,550.2,,,,
2016-07-07,546.5,546.5,546.5,,,,
2016-07-06,535.2,535.2,535.2,,,,
2016-07-05,525.7,525.7,525.7,,,,
2016-07-04,511.1,511.1,511.1,,,,
2016-07-03,505.3,505.3,505.3,,,,
2016-07-02,509.8,509.8,509.8,,,,
2016-07-01,518.3,518.3,518.3,,,,
2016-06-30,720.9,720.9,720.9,,,,
2016-06-29,729.1,729.1,729.1,,,,
2016-06-28,754.9,754.9,754.9,,,,
2016-06-27,755,755,755,,,,
2016-06-26,755,755,755,,,,
2016-06-25,795.1,795.1,795.1,,,,
2016-06-24,789.7,789.7,789.7,,,,
2016-06-23,728.3,728.3,728.3,,,,
2016-06-22,648.6,648.6,648.6,,,,
2016-06-21,624.2,624.2,624.2,,,,
2016-06-20,615.2,615.2,615.2,,,,
2016-06-19,601.5,601.5,601.5,,,,
2016-06-18,575.6,575.6,575.6,,,,
2016-06-17,606.2,606.2,606.2,,,,
2016-06-16,643.5,643.5,643.5,,,,
2016-06-15,666.3,666.3,666.3,,,,
2016-06-14,639.9,639.9,639.9,,,,
2016-06-13,645.7,645.7,645.7,,,,
2016-06-12,658.9,658.9,658.9,,,,
2016-06-11,644.2,644.2,644.2,,,,
2016-06-10,604.9,604.9,604.9,,,,
2016-06-09,604.9,604.9,604.9,,,,
2016-06-08,616.5,616.5,616.5,,,,
2016-06-07,606.2,606.2,606.2,,,,
2016-06-06,581.5,581.5,581.5,,,,
2016-06-05,554.7,554.7,554.7,,,,
2016-06-04,558.4,558.4,558.4,,,,
2016-06-03,539.9,539.9,539.9,,,,
2016-06-02,496.2,496.2,496.2,,,,
2016-06-01,460.2,460.2,460.2,,,,
2016-05-31,427.2,427.2,427.2,,,,
2016-05-30,434.5,434.5,434.5,,,,
2016-05-29,465.9,465.9,465.9,,,,
2016-05-28,487.3,487.3,487.3,,,,
2016-05-27,527.9,527.9,527.9,,,,
2016-05-26,582.1,582.1,582.1,,,,
2016-05-25,609.6,609.6,609.6,,,,
2016-05-24,614.4,614.4,614.4,,,,
2016-05-23,522.5,522.5,522.5,,,,
2016-05-22,438.4,438.4,438.4,,,,
2016-05-21,407,407,407,,,,
2016-05-20,353.6,353.6,353.6,,,,
2016-05-19,309.7,309.7,309.7,,,,
2016-05-18,275.2,275.2,275.2,,,,
2016-05-17,256.9,256.9,256.9,,,,
2016-05-16,299.9,299.9,299.9,,,,
2016-05-15,306.4,306.4,306.4,,,,
2016-05-14,277.8,277.8,277.8,,,,
2016-05-13,258.2,258.2,258.2,,,,
2016-05-12,261.1,261.1,261.1,,,,
2016-05-11,252.1,252.1,252.1,,,,
2016-05-10,240.8,240.8,240.8,,,,
2016-05-09,249.6,249.6,249.6,,,,
2016-05-08,249,249,249,,,,
2016-05-07,243.2,243.2,243.2,,,,
2016-05-06,248.5,248.5,248.5,,,,
2016-05-05,243.8,243.8,243.8,,,,
2016-05-04,256.2,256.2,256.2,,,,
2016-05-03,304,304,304,,,,
2016-05-02,273.5,273.5,273.5,,,,
2016-05-01,254.4,254.4,254.4,,,,
